iter	Logloss
199	0.1141886003
200	0.1141672735
201	0.1139460654
202	0.1138610247
203	0.1137940626
204	0.1137518305
205	0.1135779084
206	0.1134447299
207	0.113343905
208	0.1132586737
209	0.1132412839
210	0.1131877923
211	0.1130492896
212	0.1129494952
213	0.1128735637
214	0.1126887933
215	0.1126529994
216	0.112617177
217	0.1125610737
218	0.1123656554
219	0.1122153749
220	0.1121668729
221	0.1120641347
222	0.1119573713
223	0.1117964017
224	0.1116493049
225	0.1115930754
226	0.1115693806
227	0.1114594503
228	0.1114041832
229	0.1113565981
230	0.111318318
231	0.1111854053
232	0.1111013433
233	0.1110062948
234	0.1109813337
235	0.1109052861
236	0.1108662842
237	0.1108232426
238	0.1106973011
239	0.1106716553
240	0.1105315853
241	0.1104325695
242	0.1103794463
243	0.1103041017
244	0.110246335
245	0.1101898918
246	0.1100862181
247	0.1099812269
248	0.1099218696
249	0.1098729322
250	0.1097373686
251	0.1096845158
252	0.1096148405
253	0.1095883413
254	0.1095544098
255	0.1095355568
256	0.1095057687
257	0.1094772157
258	0.109407705
259	0.1093215315
260	0.1091910489
261	0.1091430247
262	0.1090922555
263	0.1090637555
264	0.1090085635
265	0.1089047728
266	0.1088665651
267	0.1087897901
268	0.1087437738
269	0.1087310573
270	0.1086915243
271	0.108669661
272	0.1084096189
273	0.1083931493
274	0.1083562357
275	0.108305238
276	0.1082089914
277	0.1081058391
278	0.1079270961
279	0.1077688495
280	0.1077135098
281	0.1076430963
282	0.1075874624
283	0.1074664737
284	0.1074005151
285	0.1073846568
286	0.1072880204
287	0.107245934
288	0.1071279971
289	0.10707814
290	0.1070553717
291	0.1070398946
292	0.1068402381
293	0.1068191621
294	0.1067981603
295	0.1067776876
296	0.1067010798
297	0.1066801369
298	0.1066263211
299	0.1065044642
300	0.1064227649
301	0.1063974649
302	0.1062864961
303	0.1062338158
304	0.1062177146
305	0.1061742966
306	0.1061426459
307	0.1061150261
308	0.1060950847
309	0.1060697184
310	0.1060406362
311	0.1060196255
312	0.1059956869
313	0.1059506716
314	0.1057306164
315	0.1056951515
316	0.1056756563
317	0.1056512393
318	0.105634851
319	0.1055529821
320	0.1054836902
321	0.1054605393
322	0.1054417074
323	0.1053988578
324	0.1053366961
325	0.1053015482
326	0.1052790078
327	0.1052606254
328	0.1052375625
329	0.1052116007
330	0.1051784997
331	0.1051367159
332	0.1050951965
333	0.1050545016
334	0.1050056864
335	0.1049811664
336	0.1049593913
337	0.1049456673
338	0.1049269462
339	0.1048989594
340	0.104868089
341	0.1047897021
342	0.1047034058
343	0.1046797398
344	0.1046543138
345	0.1046375357
346	0.104615709
347	0.1045928005
348	0.1045520632
349	0.1044944389
350	0.1044744006
351	0.1044443635
352	0.1044267166
353	0.1044032419
354	0.1043806649
355	0.1043598759
356	0.1043373057
357	0.1043137793
358	0.104293461
359	0.1042575852
360	0.1042282082
361	0.1041950783
362	0.1040658114
363	0.1040487903
364	0.1040316589
365	0.1039451987
366	0.1039289648
367	0.1039058576
368	0.1038714907
369	0.1038499584
370	0.1037816459
371	0.1037558971
372	0.1037301626
373	0.1036423691
374	0.1036158766
375	0.1035845494
376	0.1035580643
377	0.1035372016
378	0.1034885166
379	0.1034529656
380	0.1034290561
381	0.1033906206
382	0.103375233
383	0.1033574904
384	0.1033364805
385	0.103319165
386	0.1032651354
387	0.1032470767
388	0.1032277076
389	0.103177667
390	0.1031582541
391	0.1031387972
392	0.1031162787
393	0.1030985579
394	0.1030792406
395	0.1030517255
396	0.1030312677
397	0.103002965
398	0.1029829559
399	0.1029594219
400	0.1029276827
401	0.1029084608
402	0.1028884152
403	0.1028668093
404	0.1028448501
405	0.102823406
406	0.1028021387
407	0.1027766986
408	0.1027482193
409	0.1026895343
410	0.1026678989
411	0.102644306
412	0.1026253052
413	0.1026056272
414	0.1025837197
415	0.1025437024
416	0.1025206467
417	0.1025016164
418	0.1024785533
419	0.1024481019
420	0.1024260839
421	0.1024039479
422	0.1023832693
423	0.1023639226
424	0.1023481082
425	0.1023288423
426	0.1023102902
427	0.1022647523
428	0.1022241823
429	0.1021944079
430	0.1021674741
431	0.102150931
432	0.1021214365
433	0.1020786666
434	0.1020360655
435	0.1020169986
436	0.1019908668
437	0.1019721381
438	0.1019531153
439	0.1019352034
440	0.1017706053
441	0.1017556077
442	0.1017392267
443	0.1017207115
444	0.1017042641
445	0.1016894359
446	0.1016724807
447	0.1016529795
448	0.1015998262
449	0.1015343425
450	0.1015134208
451	0.1014934708
452	0.1014559696
453	0.1014336866
454	0.1014193365
455	0.1013896356
456	0.1013723126
457	0.1013319046
458	0.1012788674
459	0.1012613456
460	0.1012373186
461	0.1012212318
462	0.1012034744
463	0.1011765039
464	0.1009557514
465	0.1009343221
466	0.1008757608
467	0.1008539783
468	0.1008389953
469	0.1008165505
470	0.1008004048
471	0.1007527345
472	0.1007128053
473	0.100697116
474	0.1006010178
475	0.1005858878
476	0.1005225962
477	0.1005069215
478	0.1004844324
479	0.1004597358
480	0.1004341708
481	0.1004180106
482	0.1004028068
483	0.1003874782
484	0.1003737389
485	0.1003577845
486	0.1003362669
487	0.1003200183
488	0.1003054771
489	0.1002555549
490	0.1001753882
491	0.10015142
492	0.1001283789
493	0.09993184323
494	0.09989923565
495	0.09988200828
496	0.099860925
497	0.09983234254
498	0.09981011873
499	0.09978465681
500	0.09976107867
501	0.09973454228
502	0.09971275242
503	0.09969957254
504	0.09968600246
505	0.0996714319
506	0.09965035557
507	0.09945761798
508	0.09943370863
509	0.09942038892
510	0.09939589844
511	0.09937758919
512	0.0993500302
513	0.09929670142
514	0.09923543228
515	0.09921502573
516	0.09919996178
517	0.09918610487
518	0.09912931727
519	0.09910474578
520	0.09907193922
521	0.09901487094
522	0.09885395893
523	0.09882662047
524	0.09881285176
525	0.09879907585
526	0.09878000841
527	0.09876369355
528	0.09874981451
529	0.09873684792
530	0.09864536377
531	0.09862951247
532	0.09860932675
533	0.09859437341
534	0.09857583609
535	0.09847893306
536	0.09838736537
537	0.09837152873
538	0.09835777485
539	0.09834357213
540	0.09832851565
541	0.09828591502
542	0.0982703068
543	0.09825166645
544	0.09823825102
545	0.09821721914
546	0.09819918959
547	0.0981761122
548	0.09815037046
549	0.09812952974
550	0.09810376633
551	0.09809101321
552	0.09804310039
553	0.09802956727
554	0.09801736618
555	0.09799345672
556	0.09780564761
557	0.09778217272
558	0.09776259049
559	0.09774511286
560	0.09772623002
561	0.0977108202
562	0.09769711795
563	0.09761427246
564	0.09760210075
565	0.09758938448
566	0.09756476143
567	0.09754663638
568	0.09753354469
569	0.09752187328
570	0.09734587541
571	0.09733166527
572	0.0973114869
573	0.0971124109
574	0.09709945178
575	0.0970859849
576	0.09701579854
577	0.09689458146
578	0.09688029762
579	0.09681882075
580	0.09679628016
581	0.09678165074
582	0.09661647168
583	0.09659265069
584	0.09654321439
585	0.0965296665
586	0.09651574337
587	0.09648526264
588	0.09644141208
589	0.09641906288
590	0.0963895241
591	0.09637111947
592	0.09632481119
593	0.09631015204
594	0.0962920489
595	0.09627093624
596	0.09622260281
597	0.09620045253
598	0.09617858178
599	0.09615709375
600	0.09614450258
601	0.09613096199
602	0.09605181709
603	0.09602884267
604	0.09601400667
605	0.09598837544
606	0.09596475331
607	0.09590228949
608	0.09588738749
609	0.09587474481
610	0.09586275713
611	0.09559438992
612	0.09558110706
613	0.0955676768
614	0.09555406285
615	0.0955363498
616	0.09551715765
617	0.09539722591
618	0.09537534769
619	0.09536127001
620	0.09533698535
621	0.09532310654
622	0.09530233222
623	0.09526943097
624	0.09524549954
625	0.0952256084
626	0.09520227316
627	0.09518872533
628	0.09517556011
629	0.09515701549
630	0.09511682945
631	0.09510216306
632	0.09505991698
633	0.09504806176
634	0.095035971
635	0.09502331366
636	0.09494319708
637	0.0948340718
638	0.09478822725
639	0.0947713089
640	0.09474639896
641	0.09473326317
642	0.09471421843
643	0.09468805758
644	0.09462486027
645	0.09459038369
646	0.09457729953
647	0.09456467146
648	0.09454449321
649	0.09452006137
650	0.09420387998
651	0.09418825698
652	0.09416971248
653	0.09415483279
654	0.0941438238
655	0.09411932573
656	0.0940982279
657	0.09407819683
658	0.09406688623
659	0.09405496479
660	0.0940248301
661	0.09401337946
662	0.09399223719
663	0.09397308212
664	0.09394961442
665	0.09393781796
666	0.09391957511
667	0.09390676318
668	0.0938880861
669	0.09364009674
670	0.09362153763
671	0.09359965883
672	0.09358768587
673	0.09356497597
674	0.09355269428
675	0.09354183229
676	0.09352512741
677	0.09350285209
678	0.09345808873
679	0.09343817552
680	0.09342605532
681	0.09340500147
682	0.09338539717
683	0.09336603588
684	0.0933449895
685	0.09333158885
686	0.09317468763
687	0.09316159611
688	0.09314922565
689	0.09309348406
690	0.09305653579
691	0.09304351044
692	0.09302436969
693	0.09301329447
694	0.09298596263
695	0.0929649604
696	0.09294233887
697	0.09291561103
698	0.09289779512
699	0.0928866685
700	0.09278102159
701	0.09275751756
702	0.09273807537
703	0.09272608752
704	0.09270950792
705	0.09269832967
706	0.09267297077
707	0.09266122588
708	0.0926505554
709	0.09262861106
710	0.09260596021
711	0.09259520872
712	0.0925785185
713	0.0925585536
714	0.09254429195
715	0.09253124464
716	0.0925205814
717	0.09251064687
718	0.09249603194
719	0.09247357977
720	0.09245564577
721	0.09244470312
722	0.09242721819
723	0.09234677667
724	0.09232528117
725	0.09230550042
726	0.09215275081
727	0.09213743694
728	0.09212201993
729	0.09209699903
730	0.09208097146
731	0.09206276524
732	0.09205225666
733	0.09204220444
734	0.09201022962
735	0.09199055919
736	0.09197327301
737	0.09196116029
738	0.09194215223
739	0.09192385011
740	0.09190376736
741	0.09189153672
742	0.09183661576
743	0.09181589329
744	0.09180509777
745	0.09178805437
746	0.09176638939
747	0.09175627824
748	0.09173763054
749	0.09160620625
750	0.09158850061
751	0.09157780069
752	0.09152676612
753	0.09151262216
754	0.09148960324
755	0.09147127945
756	0.09145408893
757	0.09143027542
758	0.09139053086
759	0.09137393631
760	0.09129456155
761	0.09127470692
762	0.09125183535
763	0.09109242295
764	0.09107307604
765	0.09105542938
766	0.09104219804
767	0.09100321232
768	0.09098546994
769	0.09092887902
770	0.09091316018
771	0.09087109893
772	0.09074049097
773	0.09072667827
774	0.09070998782
775	0.09069915562
776	0.09068808045
777	0.09067064686
778	0.09065343444
779	0.09064249898
780	0.0906318872
781	0.09057353139
782	0.09055535466
783	0.09048325112
784	0.09046551599
785	0.09044099607
786	0.0904228635
787	0.09030198499
788	0.09028414677
789	0.09026691952
790	0.09024404358
791	0.09022708091
792	0.09021580699
793	0.09020136878
794	0.09018137445
795	0.09012117793
796	0.09010694583
797	0.0900963782
798	0.09007928335
799	0.09006544105
800	0.09004546891
801	0.09003503368
802	0.09001880719
803	0.09000091775
804	0.08998381537
805	0.08994550357
806	0.08992297057
807	0.08991310221
808	0.08990301314
809	0.08989296058
810	0.08987189955
811	0.08986105222
812	0.0898508749
813	0.08984015279
814	0.08979209136
815	0.08978105293
816	0.08977047058
817	0.08975757062
818	0.08974235214
819	0.0897203637
820	0.08967502007
821	0.08965610021
822	0.08964096255
823	0.08962408117
824	0.08961157831
825	0.08959658806
826	0.08958646927
827	0.08957558538
828	0.08956596004
829	0.08953127057
830	0.08952159366
831	0.0895119459
832	0.08949516755
833	0.08948507095
834	0.08947095677
835	0.08945521562
836	0.08944290415
837	0.08942440374
838	0.08920856726
839	0.08919364307
840	0.08917963168
841	0.08916550249
842	0.08906449218
843	0.089050797
844	0.08904018545
845	0.08902562202
846	0.08900971179
847	0.0889643957
848	0.08891813158
849	0.08890368601
850	0.08888047564
851	0.08886306453
852	0.08879505165
853	0.08865465686
854	0.08863489801
855	0.08861781788
856	0.08860758152
857	0.08859220872
858	0.08857807959
859	0.08856780643
860	0.0885531915
861	0.0885421015
862	0.088528745
863	0.08841562334
864	0.08834867084
865	0.08833025874
866	0.08831702717
867	0.08830229455
868	0.08829274274
869	0.08828341159
870	0.08827034192
871	0.08826027498
872	0.08802298485
873	0.088009047
874	0.08799200378
875	0.08797551972
876	0.08796510675
877	0.0879496016
878	0.08792721567
879	0.08790754467
880	0.08789171591
881	0.08787824879
882	0.08786163941
883	0.08784566329
884	0.08782576457
885	0.08781225365
886	0.08776851329
887	0.08775209547
888	0.08774260978
889	0.08772536039
890	0.08760355121
891	0.08759078348
892	0.08757731677
893	0.08753149361
894	0.08750877336
895	0.08749493122
896	0.08747772611
897	0.08746744571
898	0.08745741539
899	0.08744160106
900	0.08729331891
901	0.08727569427
902	0.08725591358
903	0.08705517324
904	0.08703879957
905	0.08702732714
906	0.08701265333
907	0.08699688326
908	0.08698320297
909	0.08697426184
910	0.0869619502
911	0.08690618635
912	0.08689554519
913	0.08688256388
914	0.08677445402
915	0.08675549736
916	0.08673962421
917	0.08672168314
918	0.08670736239
919	0.08669154052
920	0.08667841238
921	0.08666314991
922	0.08664829943
923	0.08663049077
924	0.08661808346
925	0.08654795447
926	0.08653722523
927	0.08646086696
928	0.08644463311
929	0.08640367306
930	0.08639373836
931	0.08621083854
932	0.08619963844
933	0.08616954826
934	0.08615466839
935	0.08614583029
936	0.08613152437
937	0.08611315654
938	0.08610302326
939	0.08608796679
940	0.0860726163
941	0.08603841907
942	0.08602194962
943	0.08601283924
944	0.08599836406
945	0.08598416151
946	0.08597052526
947	0.08595689653
948	0.08594273785
949	0.08593364977
950	0.08591879205
951	0.08590385337
952	0.08588400633
953	0.08587516817
954	0.08582440623
955	0.08581417723
956	0.08576558549
957	0.08575151528
958	0.08571372861
959	0.08569524315
960	0.08563358375
961	0.08557910657
962	0.085566817
963	0.08551335507
964	0.08549663542
965	0.08547524294
966	0.08546200401
967	0.08544777944
968	0.08543067729
969	0.08542166993
970	0.08540285315
971	0.0853938823
972	0.08538529463
973	0.08537683902
974	0.08535617502
975	0.08533144141
976	0.0851247187
977	0.08511465919
978	0.08509816036
979	0.08508927074
980	0.08504073229
981	0.08503106246
982	0.08501758103
983	0.08500281903
984	0.08499412069
985	0.0849785124
986	0.08492609521
987	0.08491011163
988	0.08489873468
989	0.08488590067
990	0.08482754354
991	0.08480907251
992	0.08479889519
993	0.08470139637
994	0.08468865791
995	0.08467222525
996	0.08465365873
997	0.08464036874
998	0.08463072093
999	0.08456675656
